usluga,tip,cena,grad,sira_lokacija,uza_lokacija,adresa,povrsina,plac,broj_soba,uknjizenost,grejanje,broj_etaza,stanje,godina_izgradnje,spratnost,lift,infrastruktura,parking,garaza,unutrasnje_prostorije,namestenost,opremljenost,useljivo,orijentacija_nekretnine,tip_objekta,tip_stana,tip_kuce,sifra_oglasa,opis,link,latitude,longitude,udaljenost_od_centra
prodaja,stan,297.000 €,Beograd,Vračar,Kalenić,Niška,99m²,,4 sobe,uknjiženo,,,novo,,6/7 spratova (nije poslednji sprat),,terasa,,1 garažno mesto,,prazno,,useljivo,,,,,47305,"UKNJIŽENA NOVOGRADNJA IZMEĐU VUKOVOG SPOMENIKA I KALENIĆ PIJACE - ČETVOROSOBAN STAN POVRŠINE 99M2, UL. NIŠKA!  Četvorosobam stan, površine 99m2, na 6.spratu od ukupno 7 spratova.Orijentisan ka ul. Bulevar Kralja Aleksandra, severna strana sveta.Sastoji se od dnevne sobe, trpezarije, kuhinje, tri spavaće sobe, kupatilo, gostinjski toalet, terasa.Useljivost April 2022.Investitor je fizičko lice, nema PDV, na oglašenu cenu plaća se porez na prenos apsolutnih prava. Objekat je uknjižen.Postoji mogućnost kupovine garažnog mesta po ceni od EUR 25.000. Podzemna garaža je sistem klackalica, ima rampu (nije auto lift) Izuzetno atraktivna lokacija, blizina ulica Sinđelićeve i Požeške ulice, kao i najprometnije trgovinske ulice Bulevar Kralja Aleksandra. U najbližem okruženju se nalaze svi komercijalni sadržaji kao i gradski saobraćaj povezan sa svim delovima grada, škole, fakulteti, Kalenić pijaca.  TEHNIČKA OPREMLJENOST - Fasada ventilirajuca laminam- Lift Sneider austrija- Višeslojni parket prve klase hrast- Keramika Italijanska prva klasa- Vrata ulazna blindirana (čelik) domace proizvodnje- Stolarija je aluminijum petokomorni, forsizen stakla troslojna- Aluminijske roletne sa motorima i daljinskim upravljanjem u spavaćem bloku, u dnevnom delu na dugme-  Toplotne pumpe vazduh voda- Podno grejanje na keremici +fan-coil uredjaji (grejanje-hladjenje)- Sanitarije Grohe   Agencijska provizija 2%.  ID oglasa: 47305.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/niska/61a0b66be28ffc68af7d6248,44.8019411,20.4811985,2.611054211530073
prodaja,stan,415.000 €,Beograd,Novi Beograd,Blok 65,Tadije Sondermajera,106m²,,4 sobe,,etažno grejanje,,novo,,9/12 spratova (nije poslednji sprat),ima lift (1),"podrum, terasa",1 parking mesto,,,namešteno,"telefon, kablovska, video nadzor, interfon, klima",,,,,,3129,"Novi Beograd, Blok 65, Tadije Sondermajera, 106m2---------------------------------------------------------------------106m2, 4.0, 9/12, EG, lift, terasa, parking, podrum, interfon, telefon, novProdaje se stan na idealnoj lokaciji, u Bloku 65.Stan je nov, nalazi se na 9. spratu od 12, veoma luksuzne zgrade pod obezbeđenjem i kamerama 24/7.Prodaje se  kompletno opremljen nameštajem i ostalom tehnikom. Odličan stan sa prelepim pogledom i fantastičnim ambijentom. Dva mokra čvora.Postoji mogućnost kupovine dva parking mesta koja nisu ušla u navedenu cenu.U blizini WEST TC,  a u samom okruženju prepuno kafića, prodavnica, pešačkih zona.Lepo osmišljena i uklopljena sa puno zelenila, klupa, za pravu relaksaciju.Inače sama zgrada ima u svom sklopu, ograđeno dečje igralište sa svim rekvizitima za dečju igru.Pri samom ulazu, vidi se kvalitetna gradnja sa  prostranim hodnicima, sa tri luksuzna lifta, sve pokriveno kamerama.BG POSREDNIK NEKRETNINE DOO BEOGRADAgent Kontakt telefon 0652270663",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/tadije-sondermajera/61a0b83f779c6021680ba423,44.8118191,20.4008029,4.493348355195524
prodaja,stan,135.000 €,Beograd,Stari Grad opština,Kalemegdan,Tadeuša Košćuška,45m²,,1.5 soba,uknjiženo,centralno grejanje,,uobičajeno stanje,,3/6 spratova (nije poslednji sprat),ima lift (1),lođa,,,kupatilo,prazno,"telefon, internet, interfon, klima",useljivo,,,,,1201,"Veoma lep stan u dobroj čistoj novijoj zgradi. Stan je kompletno vrhunski renoviran. SVE je promenjeno od instalacija parketa prozora kupatila (vrhunske sanitarije) itd..U stanu je i kompletno nova kuhinja sa novom nekorišćenom belom tehnikom, kao i sa ugradjenim američkim plakarom u spavaćoj sobi. Porad lepe lodjeod 5m2 je i velika krovna terasa od preko 6om2 na koju se samo iz ovog stana može izaći..Jugoistočna orijentacija !! Sunce do 14h a posle je stan u hladu.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/tadeusa-koscuska/60c215bcf4f6ca22b317a693,44.8255486,20.455763,0.8560962461950152
prodaja,stan,355.000 €,Beograd,Stari Grad opština,Dorćol,Knez Miletina,95m²,,3 sobe,uknjiženo,centralno grejanje,,novo,2014. godine,3/4 sprata (nije poslednji sprat),ima lift (1),,,1 garažno mesto,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",useljivo,,,,,1235,"Na atraktivnoj lokaciji kod Bitef tetra,Skadarlije luksuzan stan u lepoj novogradnji sa urednom fasadom.Ulaz ima  video nadzor i fizičko obezbeđenje; dvostrano-  jugoistočno orijentisan ,svetao sunčan. Stan ima dve spavaće sobe, međusobno povezane -spojive sa ugradnim američkim plakarima.garderoberom ,2.opremljena kupatila ,kuhinja sa ugradnim elementima i belom tehnikom,trpezarija posebno pored dnevnog  boravka. Stan je klimatizovan,ima podno grejanje i,savremenu rasvetu.Prodaje sa namešten.Unutar zgrade je pripadajuće garažno mesto sa ostavom ,komunikacija je  liftom .Izuzetno savremen koncept stanovanja koji pruža ugođaj i sigurnost    konfora u novogradnji.U blizini su parkovske površine ,Extrem GYM,SC Dynamik sa bazenima,šetalište ka Dunavu i Novakovim terenima ,mnogi marketi,Osnovne škole Vuk Karađzić,Skadarlija,I gimnazija,Bajloni pijaca, kao i mnogobrojni fakulteti.Lokacija je dobro povezana saobraćajnicama sa ostalim delovima grada Posrednička naknada 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/knez-miletina/617fe6a60f08ae766f3a18b3,44.8186626,20.4707144,1.0909510406158718
prodaja,stan,250.000 €,Beograd,Vračar,Krunski Venac,Kneginje Zorke,92m²,,3 sobe,uknjiženo,centralno grejanje,,uobičajeno stanje,1939. godine,2/4 sprata (nije poslednji sprat),ima lift (1),"podrum, lođa",,,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",,,,,,1233,"Na atraktivnoj lokaciji kod Njegoševe,u srcu Vračara ,odličan salonac. Zgrada ima interfon,očuvanu fasadu ,mermerni odrzavan  ulaz i lift. Stan je dvorišno ,dvostrano orijentisan,svetao i osunčan.Ima veliku dnevnu sobu povezanu sa trpezarijom,izdvojenu komotnu kuhinju,terasu,dve spavaće sobe ,kupatilo sa prirodnom ventilacijom  i ulazni antre.Stan je kompletno renoviran,klimatizovan  ,uredan ,visina plafona je 3m. U stanu ostaje ugradna kuhinja,trpezarija  i garderoberi. Ima pripadajući podrum. U blizini je garaža u Baba Višnjinoj.  U kraju ima dosta vrtića, Osnovnih škola, XIV gimnazija, Hram svetog Save, Univerzitetski centar : ETF,Arhitektonski ,Pravni fakultet....Kalenić pijaca. Lokcija je saobraćajnicama i gradskim  prevozom dobro povezana sa ostalim delovima grada. Posrednička naknada 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kneginje-zorke/615c3ddd7cde5816c469b2a3,44.802248,20.4712022,2.0715103600216773
prodaja,stan,84.000 €,Beograd,Stari Grad opština,Beograd centar,Cara Dušana,32m²,,1 soba,uknjiženo,,,uobičajeno stanje,1970. godine,4/4 sprata,ima lift (1),lođa,,,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",useljivo,,,,,1225,"Na atraktivnoj lokaciji u centru grada ,blizu Knez Mihailove ulice, lux nekretnina  .Zgrada ima korektan ,uredan ulaz ,lift,   interfon i video nadzor. Stan je jugoistočno orijentisan ,ka dvorišnoj strani,svetao i sunčan, sklonjen od buke i sa terase se pruža  panorama pogled na Dorćol. Od prostorija ima dnevno trpezarijski deo sa kuhinjom,spavaću sobu i lepu lođu.Pored stana je pripadajuća korisna ostava oko 3m2. U kraju ima puno parkovskih površina,blizu je sportski centar Gale Mušketirović,bazeni,Novakovi teniski tereni.Kalemegdan ,šetalište pored Dunava. Stan pruza dobar ugođaj stanovanja kao i  apartmanskog smeštaja za biznis. Posrednička naknada 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/cara-dusana/6123a93893df8145f3452383,44.8514,20.3965805,6.055042101458557
prodaja,stan,135.000 €,Beograd,Palilula opština,Palilula,Draže Pavlovića,64m²,,3 sobe,uknjiženo,centralno grejanje,,uobičajeno stanje,1939. godine,1/4 sprata (nije poslednji sprat),,"podrum, lođa",,,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",,,,,,1224,"U centru grada ,ispod Tašmajdana atraktivan salonac,dvostrano orijentisan ,svetao.Zgrada je sa mermermirnim urednim ulazom,interfonom,sređenom fasadom. Stan je sa 2.ulaza.svaki deo moze biti funkcionalan kao zasebna stambena celina.Ima 3.sobe ,2.spavaće i svaka ima svoju lođu ;treća je u funkciji dnevnog boravaka povezana sa izdvojenom kuhinjom i malom lođom.Visina plafona je 3.m.U stanu  su  novi PVC prozori ,lepi gipsani radovi i blindirana vrata.Nekretnina pruža niz mogućnosti ugodnog porodičnog stanovanja  ili  za PP. U kraju ima dosta parkovskih površina,blizu su osnovne škole Vuk Katrađić ,Starina Novak,mnogi vrtići,Pravni fakultet i mnogi privatni,Palilulska pijaca, TC Zira.Dobro je povezan saobraćajnicama sa ostalim delovima grada Posrednička naknada 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/draze-pavlovica/611bc0ad032ea44fb9702e73,44.8133544,20.4769454,1.6590151136231073
prodaja,stan,250.000 €,Beograd,Stari Grad opština,Beograd centar,Svetogorska,111m²,,4.5 sobe,uknjiženo,centralno grejanje,,uobičajeno stanje,1970. godine,5/12 spratova (nije poslednji sprat),ima lift (1),podrum,,,kupatila (2),prazno,"telefon, kablovska, internet, interfon, klima",,,,,,1221,"Na atraktivnoj lokaciji ispod Skupštine,kod Radio Beograda,četvoroipospban konforan stan,dvostrano orijentisan,svetao ,sunčan. Ulaz je sa interfonom ,održavana zgrada,ima lift.Od prostorija ima 4.veće spacaće sobe i manju devojačku sobu; veliki dnevni boravak,trpezariju,izdvojenu kuhinju ,ostavu,veliko i malo kupatilo.Stan ima francuski balkon i prozore duž celog zida sobe,što pruža mogućnost formiranja lođe.Veoma je funkcionalan i pogodan kako za stanovanje tako i za PP.Visina plafona je H=2,7m.Ima i pripadajući podrum.U blizini je javna garaža kod Skupstine i Politike.Snabdevanje je odlično,tu je Palilulska pijaca i mnogi marketi,Osnovna škola Drinka Pavlović,Peta gimnazija,mnogi fakulteti.Dobro je povezan saobraćajnicama sa ostalim delovima grada. Posrednička naknada 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/svetogorska/611134054cb29935e13b56a3,44.8134431,20.4689616,1.070080551621901
prodaja,stan,105.000 €,Beograd,Stari Grad opština,Dorćol,Gundulićev Venac,32m²,,1 soba,uknjiženo,centralno grejanje,,uobičajeno stanje,,1/7 spratova (nije poslednji sprat),ima lift (1),,,,kupatilo,prazno,telefon,useljivo,,,,,1219,"Na atraktivnoj lokaciji u blizini Bitefa i Novog Dorćola odličan jednosoban stan u kvalitetnoj zgradi ,svetao ,ulično orijentisan.Od prostorija ima kuhinju povezanu sa dnevnom sobom ,spavaći blok,kupatilo.Stan je kompletno renoviran ,ima savremenu rasvetu i pruža lep  ugođaj  stanovanja. Pogodan je i za PP.U blizini su Bajloni pijaca,Baletska škola.Mnogobrojne parkovske površine i marketi.Dobro je povezan saobraćajnicama sa ostalim delovima grada. Posrednička naknada 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gundulicev-venac/60dc93f45a096e1afc3f8043,44.8210091,20.4681375,0.9491925095706488
prodaja,stan,460.000 €,Beograd,Zvezdara opština,Lion,Gvozdićeva,180m²,,5 soba,uknjiženo,centralno grejanje,,novo,2010. godine,3/4 sprata (nije poslednji sprat),ima lift (1),,,,kupatila (2),prazno,"telefon, kablovska, internet, interfon, klima",useljivo,,,,,1216,"Na atraktivnoj lokaciji, luksuzan opremljen penthaus ,novogradnja, sa 2.garažna mesta (koja se posebno plaćaju 35.000 Eur); u blizini  Liona ,malo uvučeno od Bulevara Kralja Aleksandra. Zgrada je obezbeđena interfonom i video nadzorom.Na prvoj etaži je komotna kuhinja ,povezana sa trpezarijom i dnevnom sobom sa izlaskom na lođu i mali gostinski toalet sa ostavom.Na drugoj etaži su 3 spavaće sobe ,mogućnost formiranja i četvrte,veliko kupatilo. Etaže su povezane lepim širokim stepenicama. U stanu je urađena vrhunska rasveta,kamin, blindirana vrata, klimatizovan je, ima ugradne  garderobere, kuhinja je sa kompletnom tehnikom i aparaturom koja ostaje u ceni stana.Veoma lep penthaus za višečlanu porodicu koji pruža potpun konfor i ugođaj mirnog stanovanja. Lokacija je poznata po svim pogodnostima :kako saobraćajnicama koje je povezuju sa ostalim delovima grada,  tako i po dobrom snabdevanju, marketima, Đeram pijaci. U blizini je Gradske bolnice i ima puno parkovskih površina. Posrednička naknada 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gvozdiceva/60d5e09bcacf25560f6564e3,44.795783,20.4926337,3.7416194108941006
prodaja,stan,506.888 €,Beograd,Savski Venac,Beograd na vodi,Hercegovačka,143m²,,3.5 sobe,uknjiženo,centralno grejanje,,,,6. sprat,,terase (2),1 parking mesto,1 garažno mesto,kupatila (3),,klima,,,,,,2176,"BW Terra se nalazi na samo nekoliko minuta hoda od novih, uzbudljivih atrakcija unutar Belgrade Waterfront-a i šire okoline. Kula Beograd, najnovije gradsko obeležje i najviša zgrada u Srbiji, nudi višenamenski javni trg za interaktivne događaje i proslave tokom čitave godine, platformu sa panoramskim pogledima, ekskluzivni restoran na vrhu, balsku dvoranu, spa centar, bazen, fitnes centar i sale za sastanke u sklopu hotela The St. Regis Belgrade. Galerija Belgrade poseduje najširi izbor maloprodajnih, gastronomskih i zabavnih sadržaja na jednom mestu, a u blizini se nalaze i istorijska četvrt Savamala sa svojom karakterističnom boemskom atmosferom, Kalemegdanska tvrđava sa parkom, i veličanstveno ušće Save u Dunav.Stanarima zgrade BW Terra biće omogućen lak, bezbedan i direktan pristup podzemnoj garaži sa parkiralištem na dva nivoa. Objekat takođe obuhvata uređeni otvoreni prostor sa dečijim igralištem, pojedinačne namenske skladišne prostorije za svaku stambenu jedinicu i celodnevno dežurno obezbeđenje. Radi dodatnog komfora, u prizemlju će se nalaziti maloprodajni lokali za podmirenje osnovnih dnevnih potreba stanara, a obrazovna ustanova nalaziće se u susednoj zgradi.U sklopu uređenog dvorišta koje zauzima značajan prostor između dve zgrade, nalaziće se dečije igralište i drugi sadržaji za relaksaciju stanara i njihovih gostiju, stvarajući idealno okruženje jedne savremene stambene zajednice. Urbanističko rešenje takođe predviđa povučenost građevinske linije u odnosu na susedne parcele sa sve četiri strane, obezbeđujući privatnost, dodatan priliv prirodne svetlosti, strujanje svežeg vazduha i osećaj prostranosti.Za enterijer svakog stana u sastavu zgrade BW Terra, karakteristični su prirodni tonovi zemlje, kamena i drveta, a odraz su visokog kvaliteta završne obrade koji primenjuje Belgrade Watefront. Namenski parketni podovi mogu se naći u svim dnevnim boravcima, trpezarijama i spavaćim sobama. Ugrađene kuhinje sadrže kompaktnu radnu ploču i niže zidne površine od granitnih pločica, dok su kupatila opremljena ugrađenim umivaonikom, kadom, tuš kabinom i sanitarnom opremom. Svaki stan sadrži i multi-split sistem za klimatizaciju.U ponudi stambena jedinica koja se nalazi na 6. spratu zgrade. Stan veličine 142,51m2, a površina terase 14.00m2,  po strukturi četverosoban  sa  tri spavaće sobe ,  tri kupatila , dve terase.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/hercegovacka/61a0beef4c1f0225b06c3457,44.8132072,20.4520632,0.6491339966627081
prodaja,stan,409.000 €,Beograd,Voždovac opština,Šumice,Vojislava ilića,135m²,,4 sobe,uknjiženo,centralno grejanje,,,2019. godine,5/6 spratova (nije poslednji sprat),ima lift (2),terase (3),,"2 garažna mesta, u sklopu zgrade",kupatila (2),,,,,,,,,"Prvoklasan, izuzetno opremljen, veoma funkcionalan, svetao, dvostrano orijentisan stan u novom luksuznom kompleksu u neposrednoj blizini Beo Shopping Centra. Sjajne strukture, prostran, idealan za porodice sa decom a sastoji se od: velikog dnevnog boravka sa trpezarijom, kuhinje, odvojenog bloka u kome su tri spavaće sobe, dva kupatila (jedno sa tuš kabinom, drugo sa kadom), garderober sobe i čak tri terase od kojih je najveća  površine preko 15 m2, natkrivena i sa nesmetanim pogledom na grad.Stan je opremljen visokokvalitetnom opremom a kuhinja, ugradni elementi, garderober i još mnogo toga, uključeni su u cenu.U cenu su uključena i dva garažna mesta u velikoj, lako pristupačnoj garaži sa širokim ulazom za vozila svih gabarita.U okviru kompleksa se nalazi novo dečije igralište, veliki supermarket, lokali sa mnogim uslužnim delatnostima, obezbeđenje i drugi infrastrukturni objekti koji ovaj kompleks čine veoma atraktivnim i poželjnim mestom za život. U blizini se nalaze škole i obdaništa, a pristup autoputu je veoma brz što čini ovu lokaciju odlično povezanom sa ostalim delovima grada.Sama zgrada je sa lepim ulazom, širokim hodnicima, dva lifta u funkciji, grejanjem sa kalorimetrima i atraktivnom fasadom.Stan za svaku preporuku, retko u ponudi!Provizija kupca iznosi 2%.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojislava-ilica/61a0bf383f7c15153d1e7a64,44.7934689,20.4947536,4.037884463423132
prodaja,stan,240.000 €,Beograd,Vračar,Neimar,Mačvanska,80m²,,3 sobe,uknjiženo,,,renovirano,1939. godine,3/4 sprata (nije poslednji sprat),,lođa,,,kupatila (2),namešteno,"telefon, kablovska",,,,,,4663,"Trostrano orijentisan prelep salonac u neposrednoj blizini Hrama Svetog Save sa odličnim pogledom. Renoviran salonski stan, bez dodatnih ulaganja sa dva kupatila. Nalazi se u najlepšem delu Mačvanske ulice u dobroj predratnoj zgradi. Detaljno je i moderno renoviran. Ima dnevni boravak, trpezariju, kuhinju, spavaću sobu sa kupatilom, hodnik i još jednu spavaću sobu. Terasa sa pogledom na hram i jednu lođu. Stan je uknjižen na 72m2, mereno ima 80m2.Kupac plaća proviziju.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/macvanska/61a0bf6f14ec6937086f6e33,44.7975946,20.4730787,2.5909864472362703
